Customer Name (E&P),Sales (C),Quantity (C),Discount (C),Profit (C)
Joni Sundaresam,12.201,7,0.7,-9.7608
Natalie Fritzler,2.068,1,0.8,-3.4122
Natalie Fritzler,83.84,8,0.2,30.392
Kristina Nunn,11.36,2,0,5.3392
Kristina Nunn,36.4,5,0,17.472
Guy Armstrong,27.968,2,0.2,6.992
Eugene Hildebrand,142.04,4,0,38.3508
Eugene Hildebrand,14.67,3,0,6.0147
Ralph Arnett,1199.96,5,0.2,224.9925
Ralph Arnett,12.6,3,0,6.174
Ralph Arnett,17.94,3,0,8.073
Ted Trevino,23.904,6,0.2,7.7688
Amy Hunt,88.96,8,0.2,10.008
Chuck Clark,518.272,8,0.2,-97.176
Chuck Clark,6.98,1,0,3.3504
Chuck Clark,343.2,1,0.2,38.61
Keith Dawkins,17.544,3,0.2,5.9211
Barry Gonzalez,152.688,2,0.2,-26.7204
Barry Gonzalez,3.488,2,0.2,0.5668
Barry Gonzalez,5.888,2,0.2,-1.3248
Fred Hopkins,153.552,3,0.2,51.8238
Fred Hopkins,270.62,2,0,2.7062
Patrick Gardner,468.9,6,0,206.316
Patrick Gardner,72.48,2,0,30.4416
Patrick Gardner,10.95,3,0,3.285
Patrick Gardner,191.82,3,0,61.3824
Nick Zandusky,151.056,9,0.2,7.5528
Troy Blackwell,25.16,5,0.6,-11.322
Jeremy Ellison,6.216,6,0.8,-9.6348
Jeremy Ellison,23.616,9,0.2,2.6568
Jeremy Ellison,24.032,2,0.2,-0.6008
Jeremy Ellison,2.088,1,0.2,0.6786
Jeremy Ellison,4.488,6,0.8,-6.732
Eric Hoffmann,29.22,3,0,12.8568
Barbara Fisher,6.48,1,0,3.1104
Pamela Coakley,1.188,2,0.7,-0.99
Seth Vernon,272.646,3,0.1,18.1764
Seth Vernon,212.8,2,0,95.76
Seth Vernon,38.52,9,0,18.1044
Seth Vernon,72.64,2,0,21.792
Seth Vernon,45.4,4,0,12.712
Seth Vernon,13.76,2,0,6.3296
Seth Vernon,80.991,1,0.1,8.0991
Seth Vernon,11.784,3,0.2,3.9771
Seth Vernon,4.36,2,0,1.7876
Seth Vernon,2888.127,11,0.1,609.7157
Seth Vernon,1299.66,2,0,350.9082
Seth Vernon,2254.41,5,0.1,375.735
Seth Vernon,104.85,3,0,28.3095
Seth Vernon,59.97,3,0,20.3898
Dean percer,314.532,2,0.4,-83.8752
Harold Ryan,13.632,4,0.2,3.5784
William Brown,19.432,2,0.8,-49.5516
William Brown,65.44,5,0.2,-8.18
Adam Shillingsburg,6,2,0.2,2.1
Adam Shillingsburg,1.908,3,0.8,-3.2436
Susan Pistek,1474.802,7,0.3,-21.0686
Susan Pistek,110.096,2,0.2,33.0288
Susan Pistek,16.752,6,0.2,5.4444
Susan Pistek,1537.074,9,0.3,0
Susan Pistek,449.372,2,0.3,-12.8392
Stephanie Phelps,41.904,6,0.2,14.1426
Corinna Mitchell,2279.96,4,0,592.7896
Corinna Mitchell,14.94,3,0,6.8724
Justin Ritter,191.976,3,0.2,19.1976
Justin Ritter,23.832,3,0.2,6.5538
Justin Ritter,409.216,8,0.2,61.3824
Justin Ritter,72.588,2,0.7,-128.2388
Christy Brittain,61.568,2,0.2,4.6176
Shirley Daniels,20.96,4,0.2,6.812
Saphhira Shifley,44.75,5,0,8.5025
Saphhira Shifley,11.96,2,0,5.382
Saphhira Shifley,3.912,1,0.2,1.2714
Erica Hackney,327.996,6,0.1,54.666
Aaron Hawkins,49.408,4,0.2,18.528
Evan Minnotte,53.25,3,0,20.7675
Evan Minnotte,3.76,2,0,1.316
Thomas Brumley,767.214,14,0.1,161.9674
Alan Barnes,163.96,5,0.2,59.4355
Anthony O'Donnell,161.28,2,0.2,12.096
Thomas Thornton,192.8,4,0,55.912
Kristina Nunn,27.696,3,0.2,3.462
Kristina Nunn,73.164,6,0.8,-186.5682
Frank Olsen,32.064,6,0.2,11.2224
Guy Armstrong,205.666,2,0.15,-12.098
Nathan Cano,115.44,3,0,30.0144
Jamie Frazer,274.8,5,0,134.652
Jamie Frazer,195.64,4,0,3.9128
Jamie Frazer,257.98,2,0,74.8142
Jamie Frazer,119.04,6,0,48.8064
Greg Tran,20.07,3,0,9.2322
Khloe Miller,11.76,4,0,3.1752
Patrick Jones,11.76,4,0,3.1752
Patrick Jones,40.736,2,0.2,14.7668
Anna Chung,201.584,2,0.2,12.599
Jason Gross,340.704,6,0.2,-34.0704
Raymond Messe,354.9,5,0,88.725
Eileen Kiefer,1198.33,10,0.15,70.49
Rob Dowd,87.92,4,0,0.8792
Cynthia Voltz,51.968,2,0.2,10.3936
Cynthia Voltz,51.336,3,0.2,5.7753
Cynthia Voltz,332.704,1,0.2,33.2704
Cynthia Voltz,42.408,3,0.2,9.5418
Alex Grayson,81.54,3,0,38.3238
Alex Grayson,167.28,12,0,23.4192
Gary McGarr,772.68,4,0,108.1752
Matt Connell,323.976,3,0.2,28.3479
Matt Connell,11.808,4,0.2,3.9852
Matt Connell,26.16,3,0.2,1.962
Matt Connell,33.57,5,0.7,-25.737
Matt Connell,4.992,3,0.2,1.3728
Matt Connell,20.016,3,0.2,5.5044
Matt Connell,170.24,2,0.2,53.2
Erica Smith,117.456,3,0.2,44.046
Rick Wilson,22.96,2,0,11.2504
Michael Moore,13.36,2,0,6.4128
Mark Haberlin,34.248,3,0.2,11.5587
Mark Haberlin,3.52,2,0,1.0208
Nick Zandusky,26.7,5,0,12.549
Nick Zandusky,21.2,2,0,9.116
Nick Zandusky,838.38,2,0,226.3626
Giulietta Baptist,1690.04,4,0,422.51
Giulietta Baptist,85.96,7,0,24.0688
Giulietta Baptist,121.96,2,0,57.3212
Giulietta Baptist,23.92,4,0,11.7208
Giulietta Baptist,63.96,2,0,6.396
Giulietta Baptist,629.95,5,0,176.386
Giulietta Baptist,113.73,3,0,32.9817
Giulietta Baptist,14.6,2,0,6.862
Giulietta Baptist,887.84,8,0,17.7568
Deborah Brumfield,403.92,5,0.2,25.245
Jim Karlsson,106.8,10,0.2,10.68
Maya Herman,70.95,3,0,20.5755
Maya Herman,34.944,6,0.2,11.7936
Maya Herman,119.04,6,0,35.712
Anne McFarland,383.84,4,0.2,47.98
Jessica Myrick,799.56,9,0,207.8856
Mitch Webber,31.44,3,0,8.4888
Alex Grayson,25.92,5,0.2,9.072
Alex Grayson,6.33,5,0.8,-9.8115
Alex Grayson,75.88,5,0.2,26.558
Charles McCrossin,329.988,2,0.4,-76.9972
Charles McCrossin,71.376,3,0.2,-4.461
Russell Applegate,63.77,7,0,28.6965
Russell Applegate,50.97,3,0,13.2522
Russell Applegate,96.08,2,0,46.1184
Sarah Brown,1439.968,4,0.2,485.9892
Sarah Brown,43.56,3,0.2,-4.9005
Pete Kriz,563.92,5,0.2,7.049
Susan Vittorini,235.152,8,0.4,-47.0304
Matthew Grinstein,7.712,2,0.2,1.7352
Chuck Magee,51.016,7,0.2,15.9425
Chuck Magee,25.248,4,0.2,7.89
Chuck Magee,56.686,1,0.3,-14.5764
Michelle Ellison,51.168,2,0.2,-6.396
Yana Sorensen,2793.528,9,0.2,942.8157
Yana Sorensen,1000.02,7,0,290.0058
Yana Sorensen,65.94,3,0,22.4196
Maria Bertelson,18.24,3,0,9.12
Maria Bertelson,76.12,2,0,22.0748
Alan Shonely,7.64,1,0,3.7436
Mark Cousins,68.16,3,0,27.9456
Mark Cousins,62.24,8,0,29.2528
Patrick Gardner,29.97,3,0,0.2997
Joy Smith,125.7,6,0,35.196
Joy Smith,191.98,2,0,51.8346
Joy Smith,20.86,7,0,1.4602
Joy Bell-,56.7,9,0,26.082
Darren Koutras,72.704,4,0.2,19.0848
Darren Koutras,12.264,7,0.2,1.0731
Darren Koutras,218.352,3,0.2,-54.588
Jeremy Farry,66.294,1,0.7,-103.8606
Jeremy Farry,291.168,4,0.2,-14.5584
Patrick O'Brill,88.776,3,0.2,7.7679
Bradley Talbott,110.376,4,0.4,-20.2356
Bradley Talbott,55.176,3,0.2,15.8631
Natalie Webber,30.32,4,0,11.8248
Jennifer Ferguson,177.568,2,0.2,8.8784
Jennifer Ferguson,19.44,3,0,9.3312
Jennifer Ferguson,71.28,11,0,34.2144
Jennifer Ferguson,1471.96,5,0.2,459.9875
Jennifer Ferguson,79.96,5,0.2,-17.991
Alyssa Crouse,57.576,3,0.2,21.591
Toby Braunhardt,26.336,4,0.2,9.2176
Helen Abelman,166.5,3,0,21.645
Helen Abelman,360.38,2,0,93.6988
Logan Haushalter,11.744,1,0.2,3.8168
Lori Olson,247.44,8,0,101.4504
Dennis Pardue,18.24,2,0.7,-14.592
Clay Rozendal,25.35,3,0,7.605
Katrina Bavinger,119.04,6,0,30.9504
Katrina Bavinger,22.14,3,0,6.4206
Katrina Bavinger,13.98,2,0,6.0114
Maris LaWare,43.41,1,0,19.9686
Maris LaWare,6.24,3,0,2.6208
Maris LaWare,465.16,2,0,120.9416
Maris LaWare,7.98,1,0,3.99
Matt Collins,2.394,1,0.8,-6.3441
Valerie Mitchum,58.32,9,0,27.9936
Valerie Mitchum,200.97,3,0,50.2425
Victoria Wilson,21.36,8,0,8.1168
Grace Kelly,9.856,4,0.2,3.4496
Alyssa Tate,3.444,1,0.7,-2.5256
Anthony Rawles,384.592,2,0.2,-81.7258
John Huston,22.92,3,0,11.2308
Ralph Arnett,11.36,4,0,5.5664
Rose O'Brian,14.592,3,0.2,4.9248
Lisa Ryan,41.4,4,0,19.872
Michael Kennedy,442.372,7,0.8,-729.9138
Yana Sorensen,34.5,3,0,15.525
Jonathan Howell,28.85,5,0,14.425
Annie Thurman,3.488,2,0.2,1.1772
Annie Thurman,143.856,9,0.2,48.5514
Robert Marley,311.98,2,0,93.594
Robert Marley,22.45,5,0,10.327
Brenda Bowman,39.992,1,0.2,-7.9984
Brenda Bowman,1159.056,9,0.2,43.4646
Brenda Bowman,179.9,5,0,44.975
Alejandro Savely,116.312,7,0.2,23.2624
Dennis Kane,12.42,3,0,4.4712
Dennis Kane,428.4,3,0,89.964
Dennis Kane,24.75,5,0,10.89
Dennis Kane,87.71,7,0,41.2237
Dennis Kane,69.52,2,0,17.38
Dennis Kane,20.784,2,0.2,-4.6764
Dennis Kane,12.816,3,0.2,4.1652
Jonathan Howell,5.904,2,0.2,1.9926
Jamie Kunitz,63.824,2,0.2,9.5736
Jamie Kunitz,141.552,3,0.2,-26.541
Edward Hooks,304.9,5,0,143.303
Edward Hooks,563.24,5,0.2,56.324
Victoria Wilson,661.176,2,0.4,-231.4116
Catherine Glotzbach,239.976,3,0.2,17.9982
Ed Braxton,502.488,3,0.2,-87.9354
Ed Braxton,196.704,6,0.2,68.8464
Nicole Fjeld,915.136,4,0.2,102.9528
Nicole Fjeld,327.76,8,0,91.7728
Max Engle,701.96,2,0,168.4704
Annie Zypern,88.776,3,0.2,7.7679
Annie Zypern,64.14,3,0,16.6764
Randy Ferguson,33.552,1,0.2,12.582
Anthony Jacobs,1737.18,6,0,503.7822
Anthony Jacobs,704.25,5,0,84.51
Anthony Jacobs,141.76,4,0,66.6272
Sylvia Foulston,36.36,3,0.2,12.2715
Maria Zettner,25.83,3,0,9.5571
Sarah Bern,24.588,3,0.8,-38.1114
Sarah Bern,13.984,2,0.2,4.7196
Alan Hwang,195.96,5,0.2,19.596
Neil Knudson,74.352,3,0.2,23.235
Arianne Irving,6.68,1,0,3.2064
Tracy Poddar,17.584,7,0.2,-4.1762
Tracy Poddar,104.784,1,0.2,-14.4078
Tracy Poddar,47.952,3,0.2,16.7832
Tracy Poddar,650.352,3,0.2,-97.5528
Tracy Poddar,629.184,8,0.2,228.0792
Tracy Poddar,15.176,1,0.2,5.3116
Liz Willingham,127.95,3,0,21.7515
Nat Gilpin,579.51,3,0,81.1314
Nat Gilpin,14.99,1,0,7.3451
Nat Gilpin,151.92,4,0,45.576
Nat Gilpin,196.62,2,0,96.3438
Nat Gilpin,144.12,3,0,69.1776
Nat Gilpin,15.96,2,0,7.98
Edward Becker,39.96,5,0.2,3.4965
Edward Becker,34.08,6,0,15.336
Sung Pak,10.368,2,0.2,3.6288
Sibella Parks,7.752,3,0.2,2.8101
Ross Baird,15.28,2,0,7.4872
Duane Benoit,65.97,3,0,31.0059
Nona Balk,33.4,5,0,16.032
Nona Balk,210.84,4,0,103.3116
Xylona Preis,13.98,1,0,4.0542
Xylona Preis,272.94,3,0,30.0234
Xylona Preis,19.05,5,0,8.9535
Xylona Preis,247.716,4,0.1,93.5816
Xylona Preis,66.58,2,0,15.9792
Xylona Preis,43.92,3,0,12.7368
Xylona Preis,14.73,3,0,4.8609
Xylona Preis,29.7,5,0,13.365
Mark Hamilton,49.12,4,0,23.0864
Mark Hamilton,18.28,5,0.2,6.398
Bruce Geld,47.04,4,0,15.9936
Bruce Geld,339.96,5,0.2,42.495
Todd Sumrall,87.8,4,0,43.9
Todd Sumrall,221.382,2,0.1,2.4598
Todd Sumrall,5199.96,4,0,1351.9896
Duane Benoit,156.512,4,0.2,-35.2152
Eugene Moren,119.85,3,0,52.734
Eugene Moren,30.44,2,0,14.9156
Eugene Moren,69.28,2,0,33.2544
Eugene Moren,587.97,3,0,170.5113
Rick Bensley,24.55,5,0,12.0295
Patrick O'Brill,12.176,1,0.2,4.4138
Patrick O'Brill,37.32,3,0,10.4496
Patrick O'Brill,35.06,2,0,10.518
Arthur Gainer,108.4,5,0.6,-105.69
Beth Fritzler,361.376,2,0.2,27.1032
Harry Greene,2.412,1,0.7,-2.01
Brendan Sweed,8.39,1,0,2.0975
Brendan Sweed,337.98,2,0,101.394
Joy Daniels,83.92,5,0.2,-13.637
Chris Selesnick,19.68,5,0.2,6.888
Chris Selesnick,25.92,4,0,12.4416
Chris Selesnick,6.48,1,0,3.1104
Chris Selesnick,86.352,6,0.2,8.6352
Frank Carlisle,56.3,2,0,15.764
Sanjit Engle,51.016,7,0.2,8.2901
Chloris Kastensmidt,150.8,5,0.2,56.55
Chloris Kastensmidt,1039.992,1,0.2,103.9992
Chloris Kastensmidt,51.84,8,0,24.8832
Darrin Sayre,41.22,1,0,11.1294
Darrin Sayre,240.37,1,0,7.2111
Darrin Sayre,119.02,2,0,33.3256
Sue Ann Reed,133.12,5,0.2,49.92
Tracy Poddar,38.08,5,0.6,-29.512
Julie Kriz,113.568,2,0.2,12.7764
Chuck Clark,83.92,4,0,21.8192
Chuck Clark,6.63,3,0,3.1161
Chuck Clark,371.97,3,0,66.9546
Laura Armstrong,561.584,2,0.2,70.198
Laura Armstrong,99.92,5,0.2,-1.249
Arthur Wiediger,4.928,2,0.2,1.7248
Benjamin Patterson,14.76,2,0,4.2804
Dennis Bolton,99.99,1,0,41.9958
Dennis Bolton,286.15,5,0,71.5375
Pauline Chand,49.792,8,0.2,-11.8256
Troy Blackwell,299.975,5,0.5,-167.986
Troy Blackwell,158.376,4,0.4,-36.9544
Tim Brockman,32.784,4,0.8,-52.4544
Tim Brockman,47.984,2,0.2,14.3952
Tim Brockman,62.592,8,0.2,13.3008
Tim Brockman,4.276,1,0.8,-6.6278
Mike Vittorini,10.56,2,0,4.752
Mike Vittorini,229.94,2,0,6.8982
Damala Kotsonis,311.15,5,0,146.2405
Damala Kotsonis,12.96,2,0,6.3504
Pete Kriz,14.62,2,0,6.7252
Pete Kriz,5.76,2,0,2.8224
Pete Kriz,21.48,6,0,10.5252
Pete Kriz,396.92,4,0,198.46
Pete Kriz,17.15,1,0,4.6305
Pete Kriz,23.12,2,0.2,7.803
Adrian Hane,5.248,2,0.2,0.5904
Gary Mitchum,824.95,5,0,247.485
Gary Mitchum,24.64,8,0,11.8272
Gary Mitchum,227.88,6,0,68.364
Bruce Degenhardt,241.96,2,0,33.8744
Bruce Degenhardt,3.89,1,0,1.8672
Bruce Degenhardt,8.01,3,0,3.0438
Raymond Messe,177.48,3,0.2,19.9665
Bart Watters,569.568,2,0.2,7.1196
Bart Watters,149.73,7,0,43.4217
Greg Tran,899.43,5,0.3,-12.849
Greg Tran,46.2,5,0.2,5.775
Greg Tran,47.952,3,0.2,16.1838
Greg Tran,7.992,1,0.2,0.6993
Greg Tran,76.864,2,0.2,26.9024
Adrian Hane,102.93,3,0,48.3771
Adrian Hane,98.16,6,0,9.816
Daniel Raglin,11.52,5,0.7,-7.68
Dionis Lloyd,83.88,1,0.2,29.358
Brian DeCherney,108.576,4,0.4,-25.3344
Brian DeCherney,5.984,2,0.2,-1.3464
Helen Wasserman,21.96,2,0,6.1488
Helen Wasserman,368.97,3,0,81.1734
Helen Wasserman,12.39,3,0,3.4692
Helen Wasserman,332.94,3,0,9.9882
Jack O'Briant,111.93,7,0,34.6983
Robert Dilbeck,454.272,8,0.2,-73.8192
Doug O'Connell,19.44,3,0,9.3312
Christopher Conant,8399.976,4,0.4,1119.9968
Christopher Conant,6.294,1,0.7,-4.196
Christopher Conant,10.368,2,0.2,3.6288
Christopher Conant,122.382,3,0.4,-24.4764
Shahid Hopkins,25.984,2,0.2,-1.624
Shahid Hopkins,945.036,6,0.4,-299.2614
Shahid Hopkins,14.301,7,0.7,-10.4874
Shahid Hopkins,410.352,3,0.2,-51.294
Fred Chung,23.52,5,0.2,8.526
Fred Chung,180.96,5,0.2,13.572
James Galang,35,4,0,14.7
James Galang,477.15,5,0,28.629
James Galang,302.376,3,0.2,22.6782
Lena Creighton,974.988,4,0.3,-97.4988
Chris Cortes,589.41,5,0.1,-6.549
Bart Watters,34.7,5,0,12.492
Bart Watters,99.87,3,0,23.9688
Bart Watters,37.94,2,0,18.2112
Bart Watters,24.9,5,0,11.454
Bart Watters,82.26,3,0,33.7266
Jennifer Jackson,7.104,6,0.2,2.4864
Tonja Turnell,103.5,5,0.6,-77.625
Tonja Turnell,2.464,1,0.2,0.8624
Tonja Turnell,8.72,1,0.2,0.654
Erica Hackney,10.76,2,0,5.1648
Erica Hackney,45.68,2,0,21.0128
Erica Hackney,6.7,1,0,2.211
Patrick Ryan,158.376,3,0.2,13.8579
Brian Thompson,3.44,2,0.2,0.559
Erin Creighton,56.56,2,0,15.2712
Erin Creighton,36.96,7,0,11.4576
Stephanie Phelps,135.99,1,0,36.7173
Stephanie Phelps,15.96,7,0,7.0224
Anthony Jacobs,3.76,2,0,1.0904
Anthony Jacobs,14.7,5,0,6.615
Anthony Jacobs,37.2,5,0,9.3
Anthony Jacobs,89.97,3,0,18.8937
Anthony Jacobs,261.96,2,0,23.5764
Anthony Jacobs,74,5,0,37
Ann Steele,13.28,2,0,6.3744
Allen Armold,84.96,6,0.2,6.372
Eric Hoffmann,68.46,7,0,25.3302
Deborah Brumfield,2079.4,5,0,582.232
Deborah Brumfield,629.95,5,0,176.386
Deborah Brumfield,72.42,6,0,23.8986
Chad Cunningham,131.98,2,0,35.6346
Chad Cunningham,114.52,7,0,11.452
Valerie Takahito,100.24,10,0.2,33.831
Dave Brooks,871.8,3,0.2,87.18
Brendan Sweed,61.96,4,0.5,-53.2856
Nick Radford,4.554,3,0.7,-3.4914
Nick Radford,5.2,2,0.2,0.585
Nick Radford,205.992,1,0.2,-2.5749
Nick Radford,15.552,3,0.2,5.4432
Nick Radford,503.96,5,0.2,50.396
Nick Radford,24.472,7,0.2,1.8354
Nick Radford,241.568,2,0.2,0
Nick Radford,110.4,2,0.2,-4.14
Katherine Nockton,384.768,2,0.4,-115.4304
Katherine Nockton,78.66,6,0,36.1836
Katherine Nockton,45.36,4,0,22.2264
Julia West,962.08,4,0.2,156.338
Julia West,12.843,3,0.7,-9.8463
Julia West,295.456,14,0.2,96.0232
Jessica Myrick,32.4,5,0,15.552
Monica Federle,103.936,4,0.2,16.8896
Frank Atkinson,289.568,2,0.2,10.8588
Frank Atkinson,39.72,5,0.2,4.4685
Frank Atkinson,244.768,4,0.2,24.4768
Keith Herrera,24,2,0.2,-2.7
Keith Herrera,15.552,3,0.2,5.4432
Keith Herrera,26.176,2,0.2,-3.272
Shirley Schmidt,20.94,3,0,6.0726
Shirley Schmidt,135.09,9,0,62.1414
Shirley Schmidt,279.86,14,0,64.3678
Shirley Schmidt,90.06,6,0,41.4276
Liz Carlisle,539.964,6,0.4,-107.9928
Liz Carlisle,50.232,7,0.4,-10.0464
Liz Carlisle,19.242,3,0.7,-13.4694
Victoria Wilson,1247.64,3,0,349.3392
Lela Donovan,5.304,3,0.2,0.4641
Sibella Parks,19.136,4,0.2,5.98
Sibella Parks,332.832,4,0.2,-24.9624
David Kendrick,279.9,5,0,137.151
David Kendrick,50.352,3,0.2,17.6232
David Kendrick,34.02,3,0,16.6698
Frank Carlisle,23.88,6,0,8.1192
Frank Carlisle,11.52,4,0,5.6448
Frank Carlisle,286.93,7,0,140.5957
Frank Carlisle,206.384,2,0.2,23.2182
Rick Duston,218.352,3,0.2,0
Rick Duston,529.9,5,0,105.98
Rick Duston,99.3,10,0,41.706
Rick Duston,108.96,2,0,30.5088
Rick Duston,2.688,1,0.2,0.84
Andy Reiter,5443.96,4,0,2504.2216
Andy Reiter,302.67,3,0,72.6408
Andy Reiter,56.07,7,0,25.2315
Chad Cunningham,10.08,2,0.2,3.276
Chad Cunningham,59.994,1,0.4,-12.9987
Chad Cunningham,5.715,5,0.7,-4.7625
Chad Cunningham,9.42,5,0.7,-7.85
Carol Adams,1999.96,4,0,899.982
Bradley Talbott,216.4,4,0,56.264
Michael Grace,6.936,3,0.2,2.3409
Michael Grace,4.428,3,0.8,-6.8634
Theone Pippenger,8.8,5,0,2.552
Theone Pippenger,142.8,1,0,29.988
Theone Pippenger,399.95,5,0,143.982
Greg Tran,2152.776,3,0.2,726.5619
Greg Tran,4007.84,10,0.2,-50.098
Fred Hopkins,328.59,3,0.4,-147.8655
Fred Hopkins,98.352,3,0.2,-24.588
Heather Kirkland,158.99,1,0,41.3374
Heather Kirkland,291.1,5,0,75.686
Chris Cortes,73.68,6,0,34.6296
Chris Cortes,139.92,2,0,23.7864
Chris Cortes,107.88,3,0.2,10.788
Chris Cortes,33.29,1,0,7.9896
Darren Powers,58.17,5,0.7,-46.536
Darren Powers,5.04,2,0.2,1.764
Darren Powers,24.784,1,0.2,7.745
Vicky Freymann,634.116,6,0.3,-172.1172
Vicky Freymann,17.472,3,0.2,5.6784
Gary Hansen,155.88,6,0,38.97
Justin Hirsh,327.564,4,0.1,21.8376
Rick Bensley,13.36,2,0,6.4128
Rick Bensley,158.9,5,0,7.945
Lindsay Shagiari,319.968,4,0.2,71.9928
Lindsay Shagiari,505.32,3,0.2,31.5825
Lindsay Shagiari,3.808,1,0.2,1.2376
Lindsay Shagiari,8.682,1,0.8,-14.7594
Lindsay Shagiari,24.424,1,0.2,7.9378
Edward Becker,1522.638,9,0.1,169.182
Damala Kotsonis,419.9,5,0,197.353
Damala Kotsonis,3.15,1,0,1.512
Scott Cohen,33.62,5,0.8,-90.774
Carol Triggs,16.14,3,0,7.9086
Carol Triggs,194.25,2,0.3,-38.85
Carol Triggs,8.64,3,0,2.5056
Carol Triggs,872.32,4,0,244.2496
Cassandra Brandow,243.992,4,0.8,-426.986
Cassandra Brandow,7.12,5,0.2,0.712
Kunst Miller,2.688,2,0.2,1.008
Kunst Miller,317.058,3,0.3,-18.1176
Kunst Miller,149.352,3,0.2,50.4063
Kunst Miller,227.976,3,0.2,28.497
Roger Demir,11.96,2,0,5.8604
Barry Pond,563.4,4,0,67.608
Barry Pond,319.92,8,0,118.3704
Ed Jacobs,1049.44,8,0,440.7648
Ed Jacobs,170.352,3,0.2,-17.0352
Rose O'Brian,173.94,6,0,50.4426
Mitch Webber,1007.944,7,0.2,75.5958
MaryBeth Skach,6.68,1,0,3.2064
MaryBeth Skach,8.34,3,0,2.2518
MaryBeth Skach,101.94,3,0,30.582
Dorothy Wardle,179.97,3,0,86.3856
Anne McFarland,101.94,6,0,29.5626
Anne McFarland,271.96,4,0,67.99
Anne McFarland,8.8,5,0,3.872
Anne McFarland,19.68,6,0,5.7072
Anne McFarland,302.94,3,0,69.6762
Anne McFarland,14.94,3,0,7.1712
Anne McFarland,231.72,2,0,11.586
Bruce Geld,9.912,3,0.2,3.2214
Ken Black,34.65,3,0,9.702
Ken Black,19.8,5,0.2,1.7325
Greg Tran,33.568,2,0.2,11.7488
Stuart Van,125.93,7,0,35.2604
Greg Guthrie,11.76,5,0.7,-7.84
Greg Guthrie,5.344,1,0.2,1.8704
Stewart Visinsky,1.365,1,0.7,-0.91
Stewart Visinsky,62.016,2,0.2,22.4808
Odella Nelson,60.72,3,0,23.6808
Odella Nelson,146.82,3,0,73.41
Odella Nelson,239.84,8,0,64.7568
Odella Nelson,15.66,6,0,7.2036
Ryan Akin,146.352,3,0.2,-32.9292
Stewart Visinsky,5.94,3,0,0
Stewart Visinsky,45.36,7,0,21.7728
Stewart Visinsky,211.168,4,0.2,23.7564
Stewart Visinsky,484.704,6,0.2,-84.8232
Stewart Visinsky,371.976,3,0.2,116.2425
Ken Black,89.82,6,0,25.1496
Andrew Gjertsen,19.296,3,0.2,6.03
Juliana Krohn,191.96,2,0,51.8292
Juliana Krohn,21.3,3,0,9.798
Juliana Krohn,469.95,5,0,131.586
Juliana Krohn,209.88,3,0,35.6796
Mike Vittorini,239.666,2,0.15,14.098
Mike Vittorini,22.5,6,0,10.8
Mike Vittorini,219.84,4,0,107.7216
Cathy Prescott,32.4,5,0,15.552
Cathy Prescott,209.94,6,0,54.5844
Cathy Prescott,4164.05,5,0,83.281
Cathy Prescott,212.94,3,0,53.235
Victoria Pisteka,41.88,6,0,12.1452
Victoria Pisteka,58.48,8,0,27.4856
Paul MacIntyre,102.438,1,0.3,-13.1706
Paul MacIntyre,199.304,4,0.3,-8.5416
Tom Boeckenhauer,6999.96,4,0,2239.9872
Erica Hackney,12.96,2,0,6.2208
Giulietta Weimer,279.86,14,0,134.3328
Nora Pelletier,7.38,5,0.7,-5.412
Joe Elijah,698.352,3,0.2,52.3764
Joe Elijah,1747.25,5,0,629.01
Brad Eason,54.48,1,0,15.2544
Sonia Sunley,199.99,1,0,85.9957
Mick Brown,68.541,11,0.7,-52.5481
Mick Brown,627.168,4,0.2,70.5564
Mick Brown,122.12,5,0.2,39.689
Resi Pölking,6.99,3,0,2.0271
Resi Pölking,107.424,6,0.2,36.2556
Anthony Jacobs,1421.664,8,0.4,-734.5264
Patrick O'Donnell,125.88,6,0,60.4224
Patrick O'Donnell,79.78,2,0,29.5186
Patrick O'Donnell,133.2,9,0,66.6
William Brown,438.368,4,0.2,38.3572
William Brown,139.944,7,0.2,-31.4874
William Brown,133.472,4,0.2,15.0156
Mike Pelletier,564.195,3,0.5,-304.6653
Mike Pelletier,87.168,2,0.2,8.7168
Barry Französisch,42.616,7,0.8,-68.1856
Barry Französisch,319.984,2,0.2,107.9946
Barry Französisch,45.92,5,0.2,15.498
Barry Französisch,21.184,2,0.6,-11.6512
Barry Französisch,20.736,4,0.2,7.2576
Barry Französisch,213.43,5,0.3,-39.637
Katherine Murray,333.576,3,0.2,25.0182
Katherine Murray,31.992,1,0.2,4.7988
Katherine Murray,51.168,2,0.2,-6.396
Katherine Murray,10.64,5,0.2,3.857
Katherine Murray,68.704,2,0.2,16.3172
Katherine Murray,386.91,9,0.5,-185.7168
Denny Blanton,39.66,2,0,11.898
Denny Blanton,113.92,2,0,33.0368
Denny Blanton,447.86,7,0,210.4942
Olvera Toch,356.85,5,0,60.6645
Olvera Toch,251.58,7,0,113.211
John Stevenson,219.84,5,0.2,79.692
Cynthia Arntzen,42.85,5,0,15.426
Cynthia Arntzen,6.16,2,0,2.9568
Cynthia Arntzen,17,2,0,4.42
Cynthia Arntzen,87.4,5,0,34.96
Mick Hernandez,29.84,2,0,13.428
Robert Barroso,49.568,2,0.2,17.3488
Sean Braxton,265.86,7,0,79.758
Tamara Willingham,67.96,4,0,12.2328
Denise Leinenbach,10.92,6,0,4.914
